TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Age,Target
-1.2307531568420118,1,36,0,1.6160539688566757,0,-0.40980008578122584,0.0,0.27301801203007176,0,0
-0.49271827424028963,1,23,2,-1.4090416148272804,3,-0.8962163346299624,0.0,-1.0063951712961252,1,2
-0.10982156732187401,1,33,2,-0.9938324170667373,3,-1.4993724832023958,0.0,1.3815129122975405,1,0
-0.7172861075025249,1,28,0,-1.468357214507358,3,1.3607550600281753,0.0,-1.1156365204070553,1,2
-0.6246699653721127,0,11,1,0.48905757493520197,1,-0.31251683601147856,0.0,1.5502089786969244,2,1
-1.2064808866388,0,0,2,0.5483731746152796,1,-0.837846384768114,0.0,1.070614219671213,2,3
-0.07351182978211009,1,22,2,-1.2904104154671252,3,1.3802117099821247,0.0,-0.8760571938997338,1,2
1.9294438008081245,0,23,1,-1.1124636164268924,3,0.17389941283725802,0.0,-0.8468092312014981,1,2
-0.22499973839456694,1,21,2,-1.468357214507358,3,0.6214023617780956,0.0,-1.2701174548426983,1,2
1.7382256721340423,1,10,0,-0.4006764202659616,1,0.5241191120083484,0.0,-0.25501337418091025,2,1
2.3325345103075317,0,2,1,-1.4090416148272804,3,1.0883619606728827,0.0,-1.003538035591254,1,3
-1.2005608207355776,0,0,1,0.9635823723758226,2,0.0766161630675107,0.0,1.1824786181722489,0,3
-0.853250287746532,0,8,2,-1.468357214507358,3,1.3023851101663269,0.0,0.7400298299717055,1,3
-0.9332369559500698,1,20,1,1.6753695685367533,2,-1.2464360338010527,0.0,0.47782109081648927,0,2
-0.759252796905368,1,19,1,-0.28204522090580647,0,-0.17632028633383232,0.0,1.5665789874212415,2,1
-0.36609464242136686,1,33,2,-1.2904104154671252,3,-0.11795033647198391,0.0,-0.7471012877590095,1,0
-1.0582161250180977,1,25,1,-0.3413608205858841,1,-0.13740698642593338,0.0,-0.5048187453154297,2,2
-0.4850879670761364,1,19,2,0.07384837717465893,0,1.8471713088769117,0.0,-0.7980551444934645,2,1
-1.1372161155710983,0,24,2,0.9635823723758226,0,-1.5966557329721431,0.0,1.3062878320499898,0,2
-0.5027823862757677,1,39,1,0.3704263755750468,1,-1.1102394841234065,0.0,0.48225590414963915,2,0
-0.8095075785727223,1,25,1,-0.9938324170667373,3,0.8354255112715397,0.0,-1.0774996910714432,1,2
0.8371916416635978,1,35,0,1.2008447710961327,2,0.3295526124688537,0.0,0.020156692156223375,0,0
-0.9595483599643915,1,40,0,-1.4090416148272804,3,0.2906393125609548,0.0,-1.2887609868158967,1,0
0.678270761417095,1,21,1,-0.9345168173866598,3,-1.3437192835708,0.0,-1.0877610089789482,1,2
-0.24144436590351795,1,3,1,-0.9938324170667373,3,-0.5265399855049226,0.0,-0.8823230111470041,1,3
2.032847618584409,1,28,2,-1.4090416148272804,3,0.057159513113561246,0.0,-1.115630107083363,1,2
1.4743880683804318,0,18,2,1.5567383691765981,2,0.36846591237675264,0.0,-0.11327892058349603,0,1
-0.20848933237558018,1,36,1,-0.8752012177065822,3,0.7770555614096913,0.0,-1.071641119878627,1,0
-0.6351945269778414,1,29,0,1.1415291714160551,2,-0.2346902361956807,0.0,0.06957776452824478,0,2
0.7614147981023512,1,23,1,-1.053148016746815,3,-0.3708867858733269,0.0,-0.9417232151840743,1,2
-0.9252119777257017,0,8,1,0.8449511730156674,2,-0.9740429344457603,0.0,-0.23276234763085468,0,3
0.6009810121250251,0,9,1,1.4974227694965208,2,-0.7989330848602151,0.0,0.12107354711468996,0,3
1.2190358924214404,1,16,1,0.3111107758949692,1,-1.4410025333405474,0.0,0.4392513621316543,2,1
-0.5862553155112031,1,18,1,-1.17177921610697,3,-0.9934995843997098,0.0,-1.067979112050386,1,1
0.0008836650683843741,0,26,1,-0.04478282218549621,1,1.6331481593834678,0.0,-0.5373503297440669,2,2
2.1040199664431483,1,0,1,-1.053148016746815,3,0.5046624620543989,0.0,-0.7405404576218984,1,3
-0.5519847117825492,0,2,2,1.0228979720559002,1,-1.674482332787941,0.0,-0.19080638403654315,0,3
-0.3814210352597091,1,9,2,-0.4599920199460392,1,0.6408590117320451,0.0,0.6778943433799158,2,3
-1.160501708123773,1,4,0,1.1415291714160551,2,-0.9156729845839119,0.0,0.5147361819887388,0,3
-0.5321853802617721,1,24,1,-1.4090416148272804,3,-0.4876266855970237,0.0,-0.9294224603424524,1,2
-0.1772445401085732,1,39,2,0.42974197525512436,0,-0.6821931851365184,0.0,2.0097877544793095,2,0
-0.11501806961470248,1,10,0,-0.28204522090580647,1,-0.0012104367482871441,0.0,-1.1891203832721762,2,1
0.38621417685812487,1,10,2,0.3704263755750468,0,1.3218417601202763,0.0,0.9350814500841468,2,1
